# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
MXH,Moro Airport,-6.363330,143.238007,PG,Moro,small_airport,yes
MXL,General Rodolfo Sánchez Taboada International Airport,32.630629,-115.242805,MX,Mexicali,medium_airport,yes
MXP,Milan Malpensa International Airport,45.630600,8.728110,IT,Ferno (VA),large_airport,yes
MXV,Mörön Airport,49.663677,100.100028,MN,Mörön,medium_airport,yes
MXW,Mandalgobi Airport,45.738098,106.268997,MN,Mandalgobi,small_airport,yes
MXX,Mora Airport,60.957901,14.511400,SE,Mora,medium_airport,yes
MXZ,Meizhou Meixian Changgangji International Airport,24.263425,116.097857,CN,Meizhou (Meixian),small_airport,yes
MYA,Moruya Airport,-35.897800,150.143997,AU,Moruya,medium_airport,yes
MYD,Malindi International Airport,-3.229310,40.101700,KE,Malindi,medium_airport,yes
MYE,Miyakejima Airport,34.073601,139.559998,JP,Miyakejima,medium_airport,yes
MYG,Mayaguana Airport,22.379499,-73.013494,BS,Abraham Bay Settlement,medium_airport,yes
MYI,Murray Island Airport,-9.915105,144.054644,AU,Murray Island,small_airport,yes
MYJ,Matsuyama Airport,33.826893,132.700114,JP,Matsuyama,large_airport,yes
MYK,May Creek Airport,61.335701,-142.686996,US,May Creek,small_airport,yes
MYL,McCall Municipal Airport,44.888837,-116.101112,US,McCall,medium_airport,yes
MYP,Mary International Airport,37.623530,61.895668,TM,Mary,medium_airport,yes
MYQ,Mysore Airport,12.229751,76.653683,IN,Mysore,medium_airport,yes
MYR,Myrtle Beach International Airport,33.679699,-78.928299,US,Myrtle Beach,large_airport,yes
MYT,Myitkyina Airport,25.383600,97.351898,MM,Myitkyina,medium_airport,yes
MYU,Mekoryuk Airport,60.372338,-166.269751,US,Mekoryuk,medium_airport,yes
MYW,Mtwara Airport,-10.336204,40.181997,TZ,Mtwara,medium_airport,yes
MYY,Miri Airport,4.322010,113.987000,MY,Miri,medium_airport,yes
MZG,Penghu Magong Airport,23.568701,119.627998,TW,Huxi,large_airport,yes
MZH,Amasya Merzifon Airport,40.829399,35.521999,TR,Amasya,small_airport,yes
MZI,Mopti Airport,14.512800,-4.079560,ML,Sévaré,medium_airport,yes
MZL,La Nubia Airport,5.029600,-75.464700,CO,Manizales,medium_airport,yes
MZO,Sierra Maestra International Airport,20.288605,-77.087545,CU,Manzanillo,medium_airport,yes
MZQ,Mkuze Airport,-27.626101,32.044300,ZA,Mkuze,medium_airport,yes
MZR,Mazar-i-Sharif International Airport,36.704120,67.210459,AF,Mazar-i-Sharif,large_airport,yes
MZS,Moradabad Airport,28.817460,78.921870,IN,Moradabad,medium_airport,yes
MZT,General Rafael Buelna International Airport,23.162823,-106.264517,MX,Mazatlàn,large_airport,yes
MZV,Mulu Airport,4.048330,114.805000,MY,Mulu,medium_airport,yes
MZW,Mecheria Airport,33.535900,-0.242353,DZ,Mecheria,medium_airport,yes
NAA,Narrabri Airport,-30.319201,149.826996,AU,Narrabri,medium_airport,yes
NAG,Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,IN,Nagpur,large_airport,yes
NAH,Naha Airport,3.684780,125.527162,ID,"Tabukan Utara, Sangihe Islands",medium_airport,yes
NAJ,Nakhchivan International Airport,39.188801,45.458401,AZ,Nakhchivan,large_airport,yes
NAL,Nalchik Airport,43.512901,43.636600,RU,Nalchik,medium_airport,yes
NAM,Namniwel Airport,-3.143159,126.976469,ID,Namniwel,medium_airport,yes
NAN,Nadi International Airport,-17.761822,177.437843,FJ,Nadi,large_airport,yes
NAO,Nanchong Gaoping Airport,30.798104,106.164150,CN,Nanchong (Gaoping),small_airport,yes
NAP,Naples International Airport,40.886002,14.290800,IT,Napoli,large_airport,yes
NAQ,Qaanaaq Airport,77.488602,-69.388702,GL,Qaanaaq,medium_airport,yes
NAS,Lynden Pindling International Airport,25.039000,-77.466202,BS,Nassau,large_airport,yes
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,-5.769822,-35.366610,BR,Natal,large_airport,yes
NAU,Napuka Island Airport,-14.177397,-141.266112,PF,Napuka Island,small_airport,yes
NAV,Nevşehir Kapadokya Airport,38.771900,34.534500,TR,Nevşehir,large_airport,yes
NAW,Narathiwat Airport,6.519920,101.742996,TH,,medium_airport,yes
NBC,Begishevo Airport,55.564701,52.092499,RU,Nizhnekamsk,medium_airport,yes
NBE,Enfidha - Hammamet International Airport,36.075833,10.438611,TN,Enfidha,medium_airport,yes
NBJ,Dr. Antonio Agostinho Neto International Airport,-9.050734,13.499078,AO,Luanda (Ícolo e Bengo),large_airport,yes
NBN,Annobón Airport,-1.408615,5.624163,GQ,San Antonio de Palé,small_airport,yes
NBO,Jomo Kenyatta International Airport,-1.318886,36.928233,KE,Nairobi,large_airport,yes
NBS,Changbaishan Airport,42.066944,127.602222,CN,Baishan,medium_airport,yes
NCA,North Caicos Airport,21.916094,-71.942954,TC,North Caicos,medium_airport,yes
NCE,Nice-Côte d'Azur Airport,43.658401,7.215870,FR,"Nice, Alpes-Maritimes",large_airport,yes
NCL,Newcastle International Airport,55.037958,-1.689577,GB,"Newcastle upon Tyne, Tyne and Wear",large_airport,yes
NCN,Chenega Bay Airport,60.077602,-147.994680,US,Chenega,small_airport,yes
NCU,Nukus International Airport,42.488400,59.623299,UZ,Nukus,large_airport,yes
NCY,Annecy Meythet airport,45.928947,6.098700,FR,Annecy,medium_airport,yes
NDB,Nouadhibou International Airport,20.932404,-17.030199,MR,Nouadhibou,large_airport,yes
NDC,Nanded Airport,19.183300,77.316704,IN,Nanded,medium_airport,yes
NDG,Qiqihar Sanjiazi Airport,47.229969,123.914179,CN,Qiqihar,large_airport,yes
NDJ,N'Djamena International Airport,12.133700,15.034000,TD,N'Djamena,large_airport,yes
NDR,Nador Al Aaroui International Airport,34.988800,-3.028210,MA,Al Aaroui,large_airport,yes
NDU,Rundu Airport,-17.956499,19.719400,NA,Rundu,medium_airport,yes
NDY,Sanday Airport,59.250301,-2.576670,GB,Sanday,small_airport,yes
NEC,Necochea Airport,-38.490746,-58.816337,AR,Necochea,medium_airport,yes
NER,Chulman Airport,56.913898,124.914001,RU,Neryungri,medium_airport,yes
NEV,Vance W. Amory International Airport,17.205700,-62.589901,KN,Charlestown,medium_airport,yes
NGB,Ningbo Lishe International Airport,29.826700,121.461998,CN,Ningbo,large_airport,yes
NGE,N'Gaoundéré Airport,7.357010,13.559200,CM,N'Gaoundéré,medium_airport,yes
NGI,Ngau Airport,-18.115601,179.339996,FJ,Ngau,small_airport,yes
NGK,Nogliki Airport,51.783955,143.141785,RU,Nogliki,small_airport,yes
NGO,Chubu Centrair International Airport,34.858398,136.804993,JP,Tokoname,large_airport,yes
NGQ,Ngari Gunsa Airport,32.097940,80.053971,CN,Shiquanhe,medium_airport,yes
NGS,Nagasaki Airport,32.916901,129.914001,JP,Nagasaki,large_airport,yes
NHV,Nuku Hiva Airport,-8.795600,-140.229004,PF,Nuku Hiva,medium_airport,yes
NIB,Nikolai Airport,63.017949,-154.360399,US,Nikolai,small_airport,yes
NIM,Diori Hamani International Airport,13.481500,2.183610,NE,Niamey,large_airport,yes
NIU,Naiu Airport,-16.119296,-146.368768,PF,Naiu Atoll,small_airport,yes
NJC,Nizhnevartovsk Airport,60.949299,76.483597,RU,Nizhnevartovsk,large_airport,yes
NJF,Al Najaf International Airport,31.991116,44.405019,IQ,Najaf,large_airport,yes
NKC,Nouakchott–Oumtounsy International Airport,18.310000,-15.969722,MR,Nouakchott,large_airport,yes
NKG,Nanjing Lukou International Airport,31.735032,118.865949,CN,Nanjing,large_airport,yes
NKM,Nagoya Airport / JASDF Komaki Air Base,35.255759,136.924095,JP,Nagoya,medium_airport,yes
NKT,Şırnak Şerafettin Elçi Airport,37.364700,42.058200,TR,Şırnak,medium_airport,yes
NLA,Simon Mwansa Kapwepwe International Airport,-12.965130,28.515624,ZM,Ndola,large_airport,yes
NLD,Quetzalcóatl International Airport,27.443899,-99.570503,MX,Nuevo Laredo,medium_airport,yes
NLF,Darnley Island Airport,-9.579176,143.780276,AU,Darnley Island,small_airport,yes
NLG,Nelson Lagoon Airport,56.007500,-161.160004,US,Nelson Lagoon,small_airport,yes
NLH,Ninglang Luguhu Airport,27.540300,100.759300,CN,Ninglang,medium_airport,yes
NLI,Nikolayevsk-na-Amure Airport,53.154999,140.649994,RU,Nikolayevsk-na-Amure Airport,medium_airport,yes
NLK,Norfolk Island International Airport,-29.041759,167.939474,NF,Burnt Pine,medium_airport,yes
NLT,Xinyuan Nalati Airport,43.431800,83.378600,CN,Xinyuan,medium_airport,yes
NLU,Felipe Ángeles International Airport,19.743824,-99.015070,MX,Mexico City,large_airport,yes
NMA,Namangan International Airport,40.984622,71.557800,UZ,Namangan,large_airport,yes
NME,Nightmute Airport,60.469129,-164.704070,US,Nightmute,small_airport,yes
NMF,Maafaru International Airport,5.817407,73.468404,MV,Noonu Atoll,medium_airport,yes
NMI,Navi Mumbai International Airport,18.984597,73.065253,IN,Navi Mumbai,large_airport,yes
NNB,Santa Ana Airport,-10.847994,162.454108,SB,Santa Ana Island,small_airport,yes
NNG,Nanning Wuxu International Airport,22.598071,108.181922,CN,Nanning (Jiangnan),large_airport,yes
NNM,Naryan Mar Airport,67.639999,53.121899,RU,Naryan Mar,medium_airport,yes
NNR,Connemara Regional Airport,53.230301,-9.467780,IE,Inverin,small_airport,yes
NNT,Nan Airport,18.807899,100.782997,TH,,medium_airport,yes
NNY,Nanyang Jiangying Airport,32.982696,112.617467,CN,Nanyang (Wancheng),small_airport,yes
NOB,Nosara Airport,9.976490,-85.653000,CR,Nicoya,medium_airport,yes
NOC,Ireland West Airport Knock,53.910439,-8.817002,IE,Charlestown,large_airport,yes
NOD,Norden-Norddeich Airport,53.633057,7.190278,DE,Norddeich,small_airport,yes
NOJ,Noyabrsk Airport,63.183300,75.269997,RU,Noyabrsk,medium_airport,yes
NOP,Sinop Airport,42.018313,35.071774,TR,Sinop,medium_airport,yes
NOS,Nosy Be International Airport,-13.312100,48.314800,MG,Nosy Be,large_airport,yes
NOU,La Tontouta International Airport,-22.014601,166.212997,NC,Nouméa (La Tontouta),large_airport,yes
NOV,Albano Machado Airport,-12.808900,15.760500,AO,Huambo,medium_airport,yes
NOZ,Spichenkovo Airport,53.811401,86.877197,RU,Novokuznetsk,medium_airport,yes
NPE,Hawke's Bay Airport,-39.465801,176.869995,NZ,Napier,medium_airport,yes
NPL,New Plymouth Airport,-39.008598,174.179001,NZ,New Plymouth,medium_airport,yes
NPO,Nanga Pinoh Airport,-0.348640,111.746155,ID,Nanga Pinoh-Borneo Island,medium_airport,yes
NPT,Newport State Airport,41.532207,-71.281039,US,Newport,medium_airport,yes
NQN,Presidente Perón International Airport,-38.949001,-68.155701,AR,Neuquén,large_airport,yes
NQU,Reyes Murillo Airport,5.710348,-77.261868,CO,Nuquí,small_airport,yes
NQY,Cornwall Airport Newquay,50.440601,-4.995410,GB,Newquay,medium_airport,yes
NQZ,Nursultan Nazarbayev International Airport,51.027035,71.467094,KZ,Astana,large_airport,yes
NRA,Narrandera Airport,-34.702202,146.511993,AU,Narrandera,medium_airport,yes
NRD,Norderney Airport,53.706944,7.230000,DE,Norderney,small_airport,yes
NRK,Norrköping Airport,58.586300,16.250601,SE,Norrköping,medium_airport,yes
NRL,North Ronaldsay Airport,59.367500,-2.434440,GB,North Ronaldsay,small_airport,yes
NRN,Weeze (Niederrhein) Airport,51.601362,6.141228,DE,Weeze,large_airport,yes
NRR,José Aponte de la Torre Airport,18.247262,-65.639790,PR,Ceiba,medium_airport,yes
NRT,Narita International Airport,35.768580,140.388714,JP,Narita,large_airport,yes
NSH,Nowshahr Airport,36.664286,51.462730,IR,Nowshahr,medium_airport,yes
NSI,Yaoundé Nsimalen International Airport,3.722560,11.553300,CM,Yaoundé,large_airport,yes
NSK,Alykel International Airport,69.307951,87.325906,RU,Norilsk,large_airport,yes
NSN,Nelson Airport,-41.296709,173.224323,NZ,Nelson,medium_airport,yes
NST,Nakhon Si Thammarat Airport,8.539620,99.944702,TH,Nakhon Si Thammarat,medium_airport,yes
NTE,Nantes Atlantique Airport,47.153198,-1.610730,FR,Nantes,large_airport,yes
NTG,Nantong Xingdong International Airport,32.073566,120.980076,CN,Nantong (Tongzhou),medium_airport,yes
NTL,Newcastle Airport,-32.796114,151.835025,AU,Williamtown,large_airport,yes
NTN,Normanton Airport,-17.684090,141.069664,AU,Normanton,medium_airport,yes
NTQ,Noto Satoyama Airport,37.293098,136.962006,JP,Wajima,medium_airport,yes
NTT,Kuini Lavenia Airport,-15.977297,-173.791089,TO,Niuatoputapu,small_airport,yes
NTX,Ranai Airport,3.908710,108.388000,ID,Ranai-Natuna Besar Island,medium_airport,yes
NUE,Nuremberg Airport,49.498699,11.078056,DE,Nuremberg,large_airport,yes
NUI,Nuiqsut Airport,70.209999,-151.005998,US,Nuiqsut,medium_airport,yes
NUL,Nulato Airport,64.729301,-158.074005,US,Nulato,small_airport,yes
NUM,Neom Bay Airport,27.924261,35.293580,SA,Sharma,large_airport,yes
NUP,Nunapitchuk Airport,60.905591,-162.440454,US,Nunapitchuk,small_airport,yes
NUS,Norsup Airport,-16.079700,167.401001,VU,Norsup,small_airport,yes
NUX,Novy Urengoy Airport,66.069397,76.520302,RU,Novy Urengoy,medium_airport,yes
NVA,Benito Salas Airport,2.950150,-75.294000,CO,Neiva,medium_airport,yes
NVI,Navoi International Airport,40.117599,65.172658,UZ,Navoi,medium_airport,yes
NVT,Ministro Victor Konder International Airport,-26.879431,-48.650979,BR,Navegantes,large_airport,yes
NWI,Norwich Airport,52.675800,1.282780,GB,"Norwich, Norfolk",medium_airport,yes
NYA,Nyagan Airport,62.110001,65.614998,RU,Nyagan,medium_airport,yes
NYI,Sunyani Airport,7.361830,-2.328760,GH,Sunyani,medium_airport,yes
NYK,Nanyuki Civil Airport,-0.062352,37.041296,KE,Gathiuru,medium_airport,yes
NYM,Nadym Airport,65.480904,72.698898,RU,Nadym,medium_airport,yes
NYO,Stockholm Skavsta Airport,58.789656,16.911479,SE,Nyköping,large_airport,yes
NYT,Nay Pyi Taw International Airport,19.623501,96.200996,MM,Naypyitaw,large_airport,yes
NYU,Bagan Airport,21.178801,94.930199,MM,Nyaung U,small_airport,yes
NZC,Maria Reiche Neuman Airport,-14.854000,-74.961502,PE,Nazca,medium_airport,yes
NZG,Nizhneangarsk International Airport,55.800800,109.595001,RU,Nizhneangarsk,small_airport,yes
NZH,Manzhouli Xijiao Airport,49.566667,117.330000,CN,Manzhouli,medium_airport,yes
NZL,Zhalantun Genghis Khan Airport,47.865942,122.768662,CN,Zhalantun,medium_airport,yes
OAJ,Albert J Ellis Airport,34.829201,-77.612099,US,Richlands,medium_airport,yes
OAK,Oakland San Francisco Bay Airport,37.720085,-122.221184,US,Oakland,large_airport,yes
OAL,Cacoal Airport,-11.496000,-61.450800,BR,Cacoal,small_airport,yes
OAX,Xoxocotlán International Airport,16.998773,-96.726092,MX,Oaxaca,large_airport,yes
OBN,Oban Airport,56.463501,-5.399670,GB,North Connel,small_airport,yes
OBO,Tokachi-Obihiro Airport,42.733299,143.216995,JP,Obihiro,medium_airport,yes
OBU,Kobuk Airport,66.912300,-156.897003,US,Kobuk,small_airport,yes
OBX,Obo Airport,-7.590622,141.324263,PG,Obo,small_airport,yes
OCC,Francisco De Orellana Airport,-0.462886,-76.986801,EC,Coca,medium_airport,yes
OCE,Ocean City Municipal Airport,38.310398,-75.124001,US,Ocean City,medium_airport,yes
OCJ,Ian Fleming International Airport,18.404079,-76.969754,JM,Boscobel,medium_airport,yes
OCS,Corisco International Airport,0.910937,9.330270,GQ,Corisco Island,large_airport,yes
ODB,Córdoba Airport,37.841999,-4.848880,ES,Córdoba,medium_airport,yes
ODE,Odense Hans Christian Andersen Airport,55.475307,10.327206,DK,Odense,large_airport,yes
ODN,Long Seridan Airport,3.976087,115.067303,MY,Long Seridan,small_airport,yes
ODO,Bodaybo Airport,57.866100,114.242996,RU,Bodaybo,small_airport,yes
ODY,Oudomsay Airport,20.682699,101.994003,LA,Oudomsay,small_airport,yes
OEC,Oecusse Route of the Sandalwood International Airport,-9.198419,124.337873,TL,Oecussi-Ambeno,large_airport,yes
OER,Örnsköldsvik Airport,63.408298,18.990000,SE,Örnsköldsvik,medium_airport,yes
OES,Antoine de Saint Exupéry Airport,-40.751200,-65.034300,AR,San Antonio Oeste,small_airport,yes
OFU,Ofu Airport,-14.184400,-169.669998,AS,Ofu,small_airport,yes
OGD,Ogden Hinckley Airport,41.195900,-112.012001,US,Ogden,medium_airport,yes
OGG,Kahului International Airport,20.896263,-156.431837,US,Kahului,large_airport,yes
OGL,Eugene F. Correia International Airport,6.805881,-58.107657,GY,Ogle,medium_airport,yes
OGN,Yonaguni Airport,24.467298,122.979827,JP,Yonaguni,medium_airport,yes
OGS,Ogdensburg International Airport,44.681900,-75.465500,US,Ogdensburg,medium_airport,yes
OGU,Ordu–Giresun Airport,40.966872,38.085995,TR,Ordu,medium_airport,yes
OGX,Ain Beida Airport,31.917200,5.412780,DZ,Ouargla,medium_airport,yes
OGZ,Vladikavkaz Beslan International Airport,43.205101,44.606602,RU,Beslan,medium_airport,yes
OHD,Ohrid St. Paul the Apostle Airport,41.180000,20.742300,MK,Ohrid,large_airport,yes
OHE,Mohe Gulian Airport,52.916871,122.422759,CN,Mohe,medium_airport,yes
OHO,Okhotsk Airport,59.410065,143.056503,RU,Okhotsk,medium_airport,yes
OHS,Suhar International Airport,24.386040,56.625410,OM,Suhar,large_airport,yes
OIM,Oshima Airport,34.782001,139.360001,JP,Izu Oshima,medium_airport,yes
OIR,Okushiri Airport,42.071701,139.432999,JP,Okushiri Island,medium_airport,yes
OIT,Oita Airport,33.479401,131.737000,JP,Oita,medium_airport,yes
OJU,Tanjung Api Airport,-0.865437,121.628625,ID,Tojo Una-Una,small_airport,yes
OKA,Naha International Airport,26.192437,127.639804,JP,Naha,large_airport,yes
OKC,OKC Will Rogers World Airport,35.393388,-97.598248,US,Oklahoma City,large_airport,yes
OKD,Sapporo Okadama Airport,43.117447,141.381340,JP,Sapporo,medium_airport,yes
OKE,Okinoerabu Airport,27.431604,128.705564,JP,Wadomari,medium_airport,yes
OKI,Oki Global Geopark Airport,36.178388,133.323566,JP,Okinoshima,medium_airport,yes
OKJ,Okayama Momotaro Airport,34.756901,133.854996,JP,Okayama,large_airport,yes
OKL,Oksibil Airport,-4.907100,140.627700,ID,Oksibil,medium_airport,yes
OKR,Yorke Island Airport,-9.752801,143.405673,AU,Yorke Island,small_airport,yes
OKY,Oakey Army Aviation Centre,-27.409262,151.736727,AU,,medium_airport,yes
OLA,Ørland Airport,63.698898,9.604000,NO,Ørland,medium_airport,yes
OLB,Olbia Costa Smeralda Airport,40.898953,9.518457,IT,Olbia (SS),large_airport,yes
OLF,L M Clayton Airport,48.094501,-105.574997,US,Wolf Point,medium_airport,yes
OLH,Old Harbor Airport,57.218102,-153.270004,US,Old Harbor,small_airport,yes
OLJ,North West Santo Airport,-14.881700,166.557999,VU,Olpoi,small_airport,yes
OLM,Olympia Regional Airport,46.969399,-122.903000,US,Olympia,medium_airport,yes
OLP,Olympic Dam Airport,-30.483861,136.876699,AU,Olympic Dam,small_airport,yes
OLZ,Olyokminsk Airport,60.401833,120.476094,RU,Olyokminsk,medium_airport,yes
OMA,Eppley Airfield,41.303200,-95.894096,US,Omaha,large_airport,yes
OMD,Oranjemund Airport,-28.585318,16.446380,NA,Oranjemund,medium_airport,yes
OME,Nome Airport,64.512199,-165.445007,US,Nome,medium_airport,yes
OMH,Urmia Airport,37.668098,45.068699,IR,Urmia,medium_airport,yes
OMN,Zomin Airport,40.014020,68.411030,UZ,Zomin,medium_airport,yes
OMO,Mostar International Airport,43.282489,17.846101,BA,Mostar,large_airport,yes
OMR,Oradea International Airport,47.025299,21.902500,RO,Oradea,large_airport,yes
OMS,Omsk Central Airport,54.963124,73.312418,RU,Omsk,large_airport,yes
OND,Ondangwa Airport,-17.878201,15.952600,NA,Ondangwa,medium_airport,yes
ONG,Mornington Island Airport,-16.662500,139.177994,AU,,small_airport,yes
ONJ,Odate Noshiro Airport,40.191898,140.371002,JP,Kitaakita,medium_airport,yes
ONQ,Zonguldak Çaycuma Airport,41.506401,32.088600,TR,Zonguldak,medium_airport,yes
ONT,Ontario International Airport,34.056000,-117.600998,US,Ontario,large_airport,yes
ONX,Enrique Adolfo Jimenez Airport,9.356640,-79.867401,PA,Colón,medium_airport,yes
OOK,Toksook Bay Airport,60.541401,-165.087006,US,Toksook Bay,small_airport,yes
OOL,Gold Coast Airport,-28.165962,153.506641,AU,Gold Coast,large_airport,yes
OOM,Cooma Snowy Mountains Airport,-36.300445,148.972408,AU,Cooma,medium_airport,yes
OPF,Miami-Opa Locka Executive Airport,25.907000,-80.278397,US,Miami,medium_airport,yes
OPO,Francisco de Sá Carneiro Airport,41.248100,-8.681390,PT,Porto,large_airport,yes
OPP,Salinópolis Airport,-0.696111,-47.336111,BR,Salinópolis,small_airport,yes
